,Unnamed: 0,Vocab,Date,Pinyin,Meaning
386,386,经历,2022 6 22,jīnglì,experience
387,387,研究生,2022 6 22,yánjīushēng,postgraduate
388,388,惊讶,2022 6 22,liángyà,surprise
389,389,惊喜,2022 6 22,liángxǐ,surprise
390,390,理论,2022 6 22,lǐlùn,theory
391,391,企业文化,2022 6 22,qǐyèwénhuà,company culture
392,392,人际关系,2022 6 22,rénjìguānxì,Interpersonal relationship
393,393,搞人际关系,2022 6 22,gǎorénjìguānxì,Interpersonal relationship
394,394,局外人,2022 6 22,júwàirén,outsider
395,395,沟通,2022 6 22,gōutōng,communicate
396,396,多巴胺,2022 6 17,duōbāè,Dopamine
397,397,运动会让人的身体产生多巴胺,2022 6 17,yùndònghùiràngréndeshēntǐchǎnshēngduōbāè,Games will make people's body produce dopamine
398,398,产生,2022 6 17,chǎnshēng,produce
399,399,心理健康,2022 6 17,xīnlǐjiànkāng,Psychological health
400,400,抑郁症,2022 6 17,yìyùzhèng,depression
401,401,指标,2022 6 17,zhǐbiāo,index
402,402,停车的位置,2022 6 17,tíngchēdewèizhì,Parking position
403,403,停车位,2022 6 17,tíngchēwèi,parking space
404,404,车道,2022 6 17,chēdào,Lane
405,405,减速,2022 6 17,jiǎnsù,slow down
406,406,遇到红灯需要让卡车减速,2022 6 17,yùdàohóngdēngxūyàoràngqiǎchējiǎnsù,You need to decelerate the truck when you encounter a red light
407,407,绕过,2022 6 17,ràoguò,Bypassed
408,408,耐心,2022 6 17,nàixīn,patience
409,409,路症,2022 6 17,lùzhèng,Path
410,410,不一定,2022 6 17,bùyīdìng,uncertain
411,411,女性朋友,2022 6 17,nv̌xìngpéngyǒu,Female friend
412,412,观察,2022 6 17,guānchá,Observed
413,413,通常,2022 6 17,tōngcháng,usually
414,414,平常,2022 6 17,píngcháng,usually
415,415,信号,2022 6 17,xìnhào,Signal
416,416,心流状态,2022 6 17,xīnlíuzhuàngtài,State of mind
417,417,电焊可以帮我进入心流状态,2022 6 17,diànhànkěyǐbāngwǒjìnrùxīnlíuzhuàngtài,Welding can help me enter the state of heart flow
418,418,集中,2022 6 17,jízhōng,concentrated
419,419,我需要高度集中注意力,2022 6 17,wǒxūyàogāodùjízhōngzhùyìlì,I need highly concentrated attention
420,420,即兴,2022 6 17,jíxīng,impromptu
421,421,即兴创作,2022 6 17,jíxīngchuàngzuò,Improvisation
422,422,即兴演讲,2022 6 17,jíxīngyǎnjiǎng,talk show
423,423,接触即兴,2022 6 17,jiēhóngjíxīng,Improvisation
424,424,手眼协调,2022 6 17,shǒuyǎnxiédiào,Hand -eye coordination
425,425,青年旅社,2022 6 15,qīngniánlv̌shè,Youth Hotel
426,426,明智的决定,2022 6 15,míngzhìdejuédìng,a wise decision
427,427,明智的,2022 6 15,míngzhìde,Sensible
428,428,睡眠,2022 6 15,shùimián,Sleep
429,429,睡眠质量,2022 6 15,shùimiánzhíliàng,Sleep quality
430,430,失眠,2022 6 15,shīmián,Insomnia
431,431,焦虑,2022 6 15,jiāolv̀,anxiety
432,432,青少年,2022 6 15,qīngshǎonián,teenager
433,433,控制欲,2022 6 15,kòngzhìyù,Desire
434,434,我妈妈的控制欲很强,2022 6 15,wǒmāmādekòngzhìyùhěnqiáng,My mother's desire to control is very strong
435,435,导航,2022 6 15,dǎoháng,navigation
436,436,无序,2022 6 15,wúxù,Disorderly
437,437,创业,2022 6 15,chuàngyè,Entrepreneurship
438,438,过程,2022 6 15,guòchéng,process
439,439,解决,2022 6 15,jiějué,solve
440,440,长远,2022 6 15,chángyuǎn,long
441,441,人生哲学,2022 6 15,rénshēngzhéxué,Philosophy of life
442,442,幸福感,2022 6 15,xìngfúgǎn,Happiness
443,443,荔枝,2022 6 10,lìzhī,litchi
444,444,绿色食品商店,2022 6 10,lv̀sèshípǐnshāngdiàn,Green Food Store
445,445,年代,2022 6 10,niándài,Era
446,446,后,2022 6 10,hòu,back
447,447,吸收新鲜的事物,2022 6 10,xīshōuxīnxiāndeshìwù,Absorb fresh things
448,448,工程师,2022 6 10,gōngchéngshī,engineer
449,449,程序员,2022 6 10,chéngxùyuán,programmer
450,450,歧视,2022 6 10,qíshì,discriminate
451,451,才能,2022 6 10,cáinéng,Talent
452,452,天赋,2022 6 10,tiānfù,talent
453,453,职位,2022 6 10,zhíwèi,Position
454,454,收入,2022 6 10,shōurù,income
455,455,移民,2022 6 10,yímín,migrant
456,456,第一代,2022 6 10,dìyīdài,First generation
457,457,非技术性的,2022 6 10,fēijìzhúxìngde,Non -technical
458,458,土地,2022 6 10,tǔdì,land
459,459,发展,2022 6 10,fāzhǎn,develop
460,460,开发,2022 6 10,kāifā,Develop
461,461,未开发的,2022 6 10,wèikāifāde,undeveloped
462,462,私人的,2022 6 10,sīrénde,private
463,463,单身,2022 6 10,dānshēn,single
464,464,缘分,2022 6 10,yuánfēn,fate
465,465,遇见对的人是缘分,2022 6 10,yùjiàndùiderénshìyuánfēn,The person who meets the right is fate
466,466,了解喝茶的入门简单了解茶桌礼仪哔哩哔哩,2022 6 8,lejiěhēcháderùménjiǎndānlejiěcházhuōlǐyíbìlībìlī,"Learn about the introduction of tea, simply understand the tea table etiquette Bilibili"
467,467,中国茶文化有很多礼仪这些礼仪往往都伴随着悠久的历史背景所以我们喝茶时需要注意这些礼仪,2022 6 8,zhōngguócháwénhuàyǒuhěnduōlǐyízhèxiēlǐyíwǎngwǎngdūbànsúizháoyōujǐudelìshǐbèijǐngsuǒyǐwǒmenhēcháshíxūyàozhùyìzhèxiēlǐyí,"There are many etiquettes in Chinese tea culture. These etiquettes are often accompanied by a long historical background, so we need to pay attention to these etiquette when drinking tea"
468,468,往往,2022 6 8,wǎngwǎng,often
469,469,悠久的历史,2022 6 8,yōujǐudelìshǐ,a long history
470,470,今天我们来聊一聊喝茶时需要注意的小细节,2022 6 8,jīntiānwǒmenláiliáoyīliáohēcháshíxūyàozhùyìdexiǎoxìjié,"Today, let's talk about the small details that need attention when drinking tea"
471,471,中国茶文化绝不仅仅是泡一杯好茶,2022 6 8,zhōngguócháwénhuàjuébùjǐnjǐnshìpàoyībēihǎochá,Chinese tea culture is more than just making a good cup of tea
472,472,不仅仅,2022 6 8,bùjǐnjǐn,Not only
473,473,泡茶,2022 6 8,pàochá,Tea
474,474,还伴随着很多茶礼仪,2022 6 8,huánbànsúizháohěnduōchálǐyí,Also accompanied by many tea etiquette
475,475,这绝对不是穷讲究,2022 6 8,zhèjuédùibùshìqióngjiǎngjīu,This is definitely not poor
476,476,穷讲究,2022 6 8,qióngjiǎngjīu,Puzzle
477,477,而是在漫长的茶文化发展过程中约定俗成的行为,2022 6 8,érshìzàimànchángdecháwénhuàfāzhǎnguòchéngzhōngyuēdìngsúchéngdexíngwèi,"Instead, the behavior that agreed in the long tea culture development process"
478,478,过程中,2022 6 8,guòchéngzhōng,In the process
479,479,起码出去喝茶时人家一看知道我们是具备一些茶文化底蕴的,2022 6 8,qǐmǎchūqùhēcháshírénjiāyīkànzhīdàowǒmenshìjùbèiyīxiēcháwénhuàdǐyùnde,"At least when they go out to drink tea, they see that we have some tea culture."
480,480,起码至少,2022 6 8,qǐmǎzhìshǎo,At least at least
481,481,具备,2022 6 8,jùbèi,have
482,482,而不是任人忽悠的小白,2022 6 8,érbùshìrènrénhūyōudexiǎobái,"Instead of being flickering, Xiaobai"
483,483,任人,2022 6 8,rènrén,Apparent
484,484,忽悠,2022 6 8,hūyōu,Flickering
485,485,经常有人问倒茶如何回礼很多人用说谢谢或者举杯子扶杯子的方式但是这样的礼节不适用于喝茶通常我们会用叩手礼来作为喝茶回礼,2022 6 8,jīngchángyǒurénwèndǎochárúhéhúilǐhěnduōrényòngshuōxièxièhuòzhějǔbēizǐfúbēizǐdefāngshìdànshìzhèyángdelǐjiébùshìyòngyúhēchátōngchángwǒmenhùiyòngkòushǒulǐláizuòwèihēcháhúilǐ,"Some people often ask how to return tea to gifts. Many people use thank you or raise a cup to support the cup, but this kind of etiquette is not suitable for drinking tea. Usually, we will use the hand to drink tea as a gift."
486,486,我被问过最多的一个问题就是当别人给我倒茶时我该怎么样去回礼,2022 6 8,wǒbèiwènguòzùiduōdeyīgèwèntíjìushìdāngbiéréngěiwǒdǎocháshíwǒgāizěnyāoyángqùhúilǐ,One of the most questions I have asked is how I should go back to the gift when others pour me tea.
487,487,第一种是说谢谢,2022 6 8,dìyīzhǒngshìshuōxièxiè,The first is to say thank you
488,488,说谢谢当然没有问题,2022 6 8,shuōxièxièdāngránméiyǒuwèntí,"Thank you, of course there is no problem"
489,489,可以当你和朋友正聊的热火朝天,2022 6 8,kěyǐdāngnǐhépéngyǒuzhèngliáoderèhuǒzhāotiān,You can talk to the Heat of you and your friends.
490,490,我倒茶给你你出于礼貌对我所谢谢,2022 6 8,wǒdǎochágěinǐnǐchūyúlǐmàodùiwǒsuǒxièxiè,I pour tea for you to thank me for politeness
491,491,这个时候你和朋友的聊天就被迫中止了,2022 6 8,zhègèshíhòunǐhépéngyǒudeliáotiānjìubèipòzhōngzhǐle,"At this time, your chat with your friend is forced to suspend"
492,492,大多数人说完谢谢以后的下一句就是,2022 6 8,dàduōshùrénshuōwánxièxièyǐhòudexiàyījùjìushì,Most people have said thank you for the next sentence in the future is
493,493,诶我刚才正在说什么来着我刚才说到哪了,2022 6 8,āiwǒgāngcáizhèngzàishuōshíyāoláizháowǒgāngcáishuōdàonǎle,"Eh, what I was talking about just now, where did I just say?"
494,494,第二种呢是在倒茶时用双手端起杯子,2022 6 8,dìèrzhǒngníshìzàidǎocháshíyòngshuāngshǒuduānqǐbēizǐ,The second is to pick up the cup with both hands when pouring tea
495,495,第一这样很烫手,2022 6 8,dìyīzhèyánghěntàngshǒu,The first is so hot
496,496,第二万一我手抖的话会把汤汁滴落到你的手上,2022 6 8,dìèrwànyīwǒshǒudǒudehuàhùibǎtāngzhīdīluòdàonǐdeshǒushàng,"If I shake in my hand, I will drop the soup to your hand"
497,497,还有用手去扶杯子也是同理,2022 6 8,huányǒuyòngshǒuqùfúbēizǐyěshìtónglǐ,It is also the same as to support the cup with your hands
498,498,那我们全国通用的一个手势,2022 6 8,nàwǒmenquánguótōngyòngdeyīgèshǒushì,Then one gesture of our nationwide
499,499,回礼的手势就是叩手礼,2022 6 8,húilǐdeshǒushìjìushìkòushǒulǐ,The gesture of returning gifts is to rit
500,500,叩首礼来源于一个关于乾隆皇帝的故事,2022 6 8,kòushǒulǐláiyuányúyīgèguānyúgānlónghuángdìdegùshì,The first ceremony comes from a story about the Emperor Qianlong
501,501,相传乾隆皇帝下江南微服私访时去到当地一个茶馆,2022 6 8,xiāngchuángānlónghuángdìxiàjiāngnánwēifúsīfǎngshíqùdàodāngdìyīgècháguǎn,"According to legend, Emperor Qianlong went to a local teahouse when he went to Jiangnan Micro -service"
502,502,店小二行云流水的表演了一套长流壶茶艺,2022 6 8,diànxiǎoèrxíngyúnlíushǔidebiǎoyǎnleyītàochánglíuhúcháyì,The shop Xiaofeyun Yun Liu Shui performed a set of long -flowing pot tea art
503,503,这种茶艺在我国的四川地区至今还很常见,2022 6 8,zhèzhǒngcháyìzàiwǒguódesìchuāndìqūzhìjīnhuánhěnchángjiàn,This kind of tea art is still common in Sichuan region in my country
504,504,讲究,2022 6 8,jiǎngjīu,Extension
505,505,我爸爸是个讲究人,2022 6 8,wǒbàbàshìgèjiǎngjīurén,My dad is a person who pays attention to
506,506,中国人讲究喝茶,2022 6 8,zhōngguórénjiǎngjīuhēchá,Chinese people pay attention to tea
507,507,喝茶有很多讲究,2022 6 8,hēcháyǒuhěnduōjiǎngjīu,There are a lot of attention to drink tea
508,508,晚辈,2022 6 8,wǎnbèi,younger generation
509,509,长辈,2022 6 8,chángbèi,elder
510,510,同辈,2022 6 8,tóngbèi,peer
511,511,回礼,2022 6 8,húilǐ,Return salute
512,512,注意力差,2022 6 1,zhùyìlìchà,Worse
513,513,相关的,2022 6 1,xiāngguānde,related
514,514,相关的话题,2022 6 1,xiāngguāndehuàtí,Related topics
515,515,动作,2022 6 1,dòngzuò,action
516,516,俯卧撑,2022 6 1,fǔwòchēng,push ups
517,517,训练胸部肌肉,2022 6 1,xùnliànxiōngbùjīròu,Training chest muscles
518,518,训练有氧的能力,2022 6 1,xùnliànyǒuyǎngdenénglì,The ability to train aerobic
519,519,无氧训练,2022 6 1,wúyǎngxùnliàn,Anaerobic training
520,520,三组俯卧撑,2022 6 1,sānzǔfǔwòchēng,Three groups
521,521,每组个,2022 6 1,měizǔgè,Per group
522,522,健身单车,2022 6 1,jiànshēndānchē,Fitness bicycle
523,523,我每天骑分钟健身单车,2022 6 1,wǒměitiānqífēnzhōngjiànshēndānchē,I ride a minute of fitness bicycles every day
524,524,跑步机,2022 6 1,pǎobùjī,Treadmill
525,525,心肌,2022 6 1,xīnjī,Myocardium
526,526,心肺,2022 6 1,xīnfèi,Heart and lung
527,527,有氧运动,2022 6 1,yǒuyǎngyùndòng,Aerobic exercise
528,528,椭圆机,2022 6 1,tuǒyuánjī,Elliptical machine
529,529,手臂,2022 6 1,shǒubì,arm
530,530,身高,2022 6 1,shēngāo,height
531,531,米,2022 6 1,mǐ,Meter
532,532,体重,2022 6 1,tǐzhòng,weight
533,533,器械,2022 6 1,qìxiè,instrument
534,534,冲刺,2022 6 1,chōngcì,Sprint
535,535,百米冲刺,2022 6 1,bǎimǐchōngcì,100 -meter sprint
536,536,小孩子,2022 6 1,xiǎoháizǐ,child
537,537,力量训练,2022 6 1,lìliàngxùnliàn,Strength Training
538,538,平均地训练肌肉群语法,2022 6 1,píngjūndìxùnliànjīròuqúnyǔfǎ,Average training muscle group grammar
539,539,平均温度平均收入,2022 6 1,píngjūnwēndùpíngjūnshōurù,Average temperature average income
540,540,平均提高,2022 6 1,píngjūntígāo,Average improvement
541,541,腹部肌肉,2022 6 1,fùbùjīròu,Abdominal muscles
542,542,腹肌,2022 6 1,fùjī,Abdominal muscle
543,543,卧推,2022 6 1,wòtūi,Bench press
544,544,弱,2022 6 1,ruò,weak
545,545,天生,2022 6 1,tiānshēng,Born
546,546,泳姿,2022 6 1,yǒngzī,Swimming posture
547,547,自由泳,2022 6 1,zìyóuyǒng,Free swimming
548,548,蛙泳,2022 6 1,wāyǒng,breaststroke
549,549,蝶泳,2022 6 1,diéyǒng,Butterfly
550,550,姿势很美,2022 6 1,zīshìhěnměi,Beautiful posture
551,551,仰泳,2022 6 1,yǎngyǒng,Backstroke
552,552,划船机,2022 6 1,huáchuánjī,Rowing machine
553,553,手臂力量,2022 6 1,shǒubìlìliàng,Armor
554,554,引体向上,2022 6 1,yǐntǐxiàngshàng,Tag up
555,555,举重,2022 6 1,jǔzhòng,weightlifting
556,556,健美,2022 6 1,jiànměi,Fit
557,557,部位,2022 6 1,bùwèi,Site
558,558,普拉提,2022 6 1,pǔlātí,Pilate
559,559,瑜伽球,2022 6 1,yúqiéqíu,Yoga ball
560,560,保持个小时的睡眠,2022 6 1,bǎochígèxiǎoshídeshùimián,Keep an hour's sleep
